x5(t),k10,x7(t),k9,k7,k6,k5,x6(t),x4(t),k8
0.813,-0.13086741155246231,0.6221629307673344,-8.106180351933931,-0.023597875003859754,0.6719999996861822,0.5389999998488268,-0.08882260503208586,0.45,-0.8141899078692766
0.813,0.13086741155246198,0.6221629307673344,8.10618035193396,-0.02359787500385966,0.6719999996861822,0.5389999998488268,0.04204480652037633,0.45,-0.9450573194217384
0.8464775129061536,0.1688304541061486,0.17864237942405162,3.4348265962178686,0.021463158688740814,0.6719841587695162,0.5389898769730569,0.03435606124755283,0.44999914882346537,-0.830525448927895
0.8464775129061526,-0.1688304541061486,0.17864237942405164,-3.4348265962178686,0.021463158688740814,0.6719841587695162,0.5389898769730569,-0.1344743928585941,0.4499991488234654,-0.6616949948217464
0.8453551879583775,-0.1704336319027043,0.47203021271182394,-3.4026645073589377,0.02184321361656466,0.6719999999842016,0.538999999989951,-0.13315380714855296,0.44999999999918544,-0.6598558606446498
0.8453551879583777,0.1704336319027043,0.47203021271182394,3.4026645073589377,0.02184321361656466,0.6719999999842016,0.538999999989951,0.03727982475415062,0.4499999999991857,-0.8302894925473542
0.8129924808075657,0.0431451341886136,0.5597953231101257,21.50629219640567,-0.015510372091341833,0.6719999999841034,0.5389999999920115,0.017926446869529915,0.4499999999999869,-0.8901267231377071
0.8129924808075655,-0.04314513418861409,0.5597953231101251,-21.506292196405482,-0.01551037209134175,0.6719999999841032,0.5389999999920114,-0.025218687319083374,0.44999999999998697,-0.846981588949093
0.8129924362557303,-0.04310800814512748,0.2675040969910283,-21.522872729348993,-0.01550679038012437,0.6720112475117653,0.5390057254655782,-0.02519285443236489,0.45000001735842987,-0.8469938999573458
0.81299243625573,0.04310800814512748,0.2675040969910282,21.522872729348993,-0.01550679038012437,0.6720112475117653,0.5390057254655782,0.017915153712762692,0.45000001735842987,-0.8901019081024732
0.8093544673553829,-0.08899010900697127,0.07285783852316266,-10.543623993897663,0.0034663983299165653,0.6733148624844003,0.5398680966554118,-0.03070961933502878,0.4500912814855905,-0.7665116674002849
0.8093544673553824,0.08899010900697127,0.07285783852316224,10.543623993897663,0.0034663983299165653,0.6733148624844003,0.5398680966554118,0.058280489671943124,0.45009128148559097,-0.8555017764072561
0.8111546059733853,-0.09051091504257104,0.3706912758638582,-9.880813824598384,0.0038263738509516166,0.6719999999636471,0.5389999999760254,-0.03448951892729047,0.4499999999974947,-0.7635100734832444
0.8111546059733855,0.09051091504257104,0.3706912758638574,9.880813824598384,0.0038263738509516166,0.6719999999636471,0.5389999999760254,0.05602139611528013,0.44999999999749524,-0.8540209885258154
0.8129378107063162,0.5908083168941395,1.572880667292063,0.3775532921488982,0.6483072937135047,0.6719904416412928,0.5389941521723487,0.9229874060822749,0.4499996497929692,0.7390644902588586
0.8129378107063163,-0.5908083168941395,1.5728806672920612,-0.3775532921488982,0.6483072937135047,0.6719904416412928,0.5389941521723487,0.33217908918813543,0.4499996497929689,1.3298728071529982
0.8130023025475032,0.6522959797689555,0.6184469105718009,0.4877282481447145,0.550869798239049,0.6720049246574368,0.5390027955366258,0.8653669996319264,0.45000007790834734,0.42276765691156365
0.8130023025475028,-0.6522959797689611,0.6184469105717951,-0.48772824814472404,0.5508697982390427,0.6720049246574366,0.5390027955366258,0.213071019862965,0.4500000779083463,1.0750636366805029
0.813000149015253,0.6202317410862377,0.48391623106942316,0.44378994048675496,0.5786697482195045,0.6720050970896696,0.5390027289885236,0.8698036458738474,0.4500000333366991,0.5244814014373157
0.813000149015253,-0.6202317410862377,0.4839162310694237,-0.44378994048675496,0.5786697482195045,0.6720050970896696,0.5390027289885236,0.24957190478760855,0.4500000333367,1.1447131425235533
0.813002706130192,-0.6292486383664516,0.8935830154059211,-0.4580237824812671,0.568187914838005,0.6719959623776095,0.5389976591759236,0.23633273503068006,0.4499999157227204,1.117862412000898
0.8130027061301919,0.6292486383664516,0.8935830154059216,0.4580237824812671,0.568187914838005,0.6719959623776095,0.5389976591759236,0.8655813733971303,0.44999991572272124,0.48861377363444625
0.8129985572467381,0.6136905890664317,1.2101717150799538,0.43358637706568254,0.5862644503585726,0.6719999999993844,0.5389999999995075,0.8730764878840103,0.4499999999999269,0.5502471657007572
0.8129985572467382,-0.6136905890664317,1.2101717150799536,-0.43358637706568254,0.5862644503585726,0.6719999999993844,0.5389999999995075,0.25938589881757795,0.44999999999992724,1.163937754767189
0.813,0.6171462526550153,0.6221629307673344,0.4391416798619178,0.5819294246063784,0.6719999996861822,0.5389999998488268,0.8710397974886765,0.45,0.535690997402664
0.813,-0.6171462526550153,0.6221629307673344,-0.4391416798619178,0.5819294246063784,0.6719999996861822,0.5389999998488268,0.2538935448336613,0.45,1.1528372500576793
0.8130000098961139,0.6171649833389556,0.935977271651276,0.439208279248212,0.5818670287549663,0.6720000000025376,0.5390000000016756,0.8709828041011822,0.45000000000013035,0.5355094561419838
0.8130000098961141,-0.6171649833389539,0.9359772716512803,-0.43920827924820616,0.5818670287549723,0.6720000000025372,0.5390000000016755,0.25381782076223475,0.45000000000012946,1.1526744394809556
0.8130000004831588,0.6170000207930902,2.9234661686044396,0.43900021907195624,0.5819997297325361,0.6719999999842016,0.538999999989951,0.8709997335635754,0.44999999999918644,0.5359992227420066
0.8130000004831582,-0.6170000207930902,2.9234661686044414,-0.43900021907195624,0.5819997297325361,0.6719999999842016,0.538999999989951,0.25399971277048433,0.44999999999918716,1.1529992435350969
0.8130000000000386,0.6170001175563606,0.6811229990958246,0.43900012119323667,0.5819999363862834,0.6719999999841034,0.5389999999920115,0.8710000232463185,0.4499999999999876,0.5359997340990452
0.8130000000000385,-0.6170001175563606,0.681122999095825,-0.43900012119323667,0.5819999363862834,0.6719999999841034,0.5389999999920115,0.2539999056899573,0.4499999999999879,1.1529998516554059
0.8129999999997877,0.616999941953175,0.7777353297614772,0.4389999367625762,0.5820000350349587,0.6719999999947835,0.5389999999969636,0.8709999928270592,0.4499999999999214,0.5360001408332388
0.8129999999997877,-0.616999941953175,0.7777353297614772,-0.4389999367625762,0.5820000350349587,0.6719999999947835,0.5389999999969636,0.254000050873884,0.44999999999992146,1.1530000827864137
0.8129999999418893,0.616999981101018,1.714923997304196,0.4389999426004689,0.5820000586310597,0.6720000000078269,0.5390000000048817,0.8710000477473787,0.4500000000003423,0.5360001776931514
0.8129999999418894,-0.616999981101018,1.714923997304196,-0.4389999426004689,0.5820000586310597,0.6720000000078269,0.5390000000048817,0.25400006664636104,0.4500000000003422,1.1530001587941694
